,title,author,link,abstract
10,The Challenges for Labour Market Policy during the COVID‐19 Pandemic,"Monica Costa Dias, Robert Joyce, Fabien Postel‐Vinay, Xiaowei Xu",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12233,"The COVID‐19 pandemic is having a dramatic economic impact in most countries. In the UK, it has led to sharp falls in labour demand in many sectors of the economy and to initial acute labour shortages in other sectors. Much more than in a typical downturn, the current crisis is not simply a general slowdown in economic activity but also a radical short‐term shift in the mix of economic activities – of which an unknown, but possibly significant, amount will be persistent. The initial policy response has focused on cushioning the blow to families’ finances and allowing the majority of workers and firms to resume their original activities once the crisis subsides. These are crucial priorities. But there should also be a focus on reallocating some workers, either temporarily if working in shut‐down sectors or permanently by facilitating transitions to sectors and jobs offering better prospects and facing labour shortages. The phasing‐out of the furlough subsidies, which is projected to happen in Autumn 2020, brings this into even sharper focus since the alternative for many workers will be unemployment. Active labour market policy will need to be front and centre."
11,Symposium: Tax Policy,no author,https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12235,no abstract
12,Understanding Different Approaches to Benefit‐Based Taxation,"Robert Scherf, Matthew Weinzierl",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12204,"The normative principle of benefit‐based taxation has exerted substantial influence on many areas of public finance, but it has been largely set aside in the modern theoretical approach to optimal income taxation, where welfarist objectives dominate. A prerequisite for that gap to close is the clarification of what benefit‐based income taxation would mean, specifically in a first‐best setting. This paper seeks to provide clear, accessible descriptions and novel graphical representations of four major approaches to first‐best benefit‐based taxation, explain how these approaches relate to each other, and apply them within the classical benefit‐based framework for optimal income taxation of Smith (1776)."
13,Tax Responses at Low Taxable Incomes: Evidence from Germany,Simeon Schächtele,https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12220,"The desirability of a particular tax system depends on how different taxpayers react to it. Exploiting the personal allowance threshold and detailed German tax administration data, this paper examines responses at low taxable incomes to extend previous findings. Taxpayers bunch at the allowance threshold, and more so with non‐wage income. Unlike in other studies, wage earners also bunch, at least if they file a tax return, while incomes gross of deductions do not. Deductions account for a sizeable share of the sharp bunching mass of taxpayers with non‐wage income. A machine learning analysis identifies which deduction items predict such sharp bunching. The pattern of results suggests that local intensive‐margin real responses induce moderate deadweight loss."
14,Does Tax Evasion Affect Economic Crime?,"Amedeo Argentiero, Bruno Chiarini, Elisabetta Marzano",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12214,"This paper examines the effect of tax evasion on criminal activities in Italy. Specifically, we consider three types of crime that are related to economic determinants: property crimes (including robbery, theft and car theft), fraud and usury. We estimate different econometric models using annual data from the Italian provinces (NUTS‐3 level) for the 2004–12 period. We find that tax evasion positively affects economic crimes, and our results suggest that tax evasion is an incentive to engage in criminal activities, in addition to more standard determinants that we include in the analysis, such as labour market opportunities and deterrence. Moreover, these crimes demonstrate different levels of persistence over time and reflect different adjustment costs."
15,Issue Information,no author,https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12189,no abstract
16,Special Issue on the 50th Anniversary of IFS: Part 2,no author,https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12218,no abstract
17,Consumption and Wage Inequality in the US: The Dynamics of the Last Three Decades,"Neil Amin‐Smith, Orazio P. Attanasio",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12209,"In this paper, we look at the evolution of consumption and wage inequality from 1980 to 2016 in the US. We use data from the Consumer Expenditure Survey (CEX) and the Current Population Survey (CPS) to look at differences in consumption and wages across groups in the population defined by educational attainment of the household head and year‐of‐birth cohort. We show that the results obtained by Attanasio and Davis (1996) for non‐durable consumption still hold in more recent decades. In addition to non‐durable consumption and services, we look at inequality measured in terms of expenditure on and stock of vehicles. The advantages of looking at these measures are that information on cars is typically measured more accurately than other components of expenditure and consumers are more likely to react by adjusting their stock of vehicles on the basis of long‐term expectations about their economic prospects."
18,Changes in Assortative Matching and Inequality in Income: Evidence for the UK,"Pierre‐André Chiappori, Monica Costa‐Dias, Sam Crossman, Costas Meghir",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12217,"The extent to which like‐with‐like marry is important for inequality as well as for the outcomes of children who result from the union. In this paper, we present evidence on changes in assortative mating and its implications for household inequality in the UK. Our approach contrasts with others in the literature in that it is consistent with an underlying model of the marriage market. We argue that a key advantage of this approach is that it creates a direct connection between changes in assortativeness in marriage and changes in the value of marriage for the various possible matches by education group. Our empirical results do not show a clear direction of change in assortativeness in the UK between the birth cohorts of 1945–54 and 1965–74. We find that changes in assortativeness pushed income inequality up slightly, but that the strong changes in education attainment across the two cohorts contributed to scale down inequality."
19,Cognitive and Non‐Cognitive Impacts of High‐Ability Peers in Early Years,"Christopher Belfield, Imran Rasul",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12216,"The sorting of students into ability groups is one of the most common, controversial and long‐examined educational practices. Ability grouping also mechanically changes peer groups. We provide novel evidence on the cognitive and non‐cognitive impacts in early years, of being exposed to higher‐ability classroom peers through being assigned to the top within‐class ability group. We exploit panel data from the UK Millennium Cohort Study, which allows us to construct trajectories of the cognitive and non‐cognitive development of children from birth to entry into primary school. The data also record school grouping policies and the specific within‐class group assignment of each child, by subject. We combine these rich data with an instrumental variable design using child‐level variation in group assignment due to month of birth, in order to measure the local average treatment effect (LATE) of being assigned to the highest‐ability peer group. We find that if a marginal student is assigned higher‐ability peers, this significantly reduces their cognitive achievement in mathematics, and has no impact on literacy. There are countervailing impacts on non‐cognitive outcomes for the marginal student assigned higher‐ability peers: although they are more motivated to study and parents respond with an improved home learning environment, these children have more study‐related difficulties and their relations with their peers significantly worsen. These findings have important policy implications for the use and design of within‐class ability grouping in early years."
20,The Trade‐Off between Insurance and Incentives in Differentiated Unemployment Policies,Johannes Spinnewijn,https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12199,"In this paper, I revisit the central trade‐off between insurance and incentives in the design of unemployment insurance policies. The generosity of unemployment insurance benefits differs not only across countries, but also across workers within countries. After illustrating some important dimensions of heterogeneity in a cross‐country analysis, I extend the standard Baily–Chetty formula to identify the key empirical moments and elasticities required to evaluate the differentiated unemployment policy within a country. I also review some prior work and aim to provide guidance for future work trying to inform the design of unemployment policies."
21,Disability Insurance: Theoretical Trade‐Offs and Empirical Evidence,"Hamish Low, Luigi Pistaferri",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12215,"Disability insurance provides protection against health shocks that limit the ability to work. In most countries, these programmes are large and growing, both in expenditure and in number of recipients. We discuss the traditional trade‐off between insurance and incentives in providing this insurance, with a focus on the US and UK experiences. There is substantial evidence on the extent of the labour supply incentive costs of disability insurance, but there has been a lack of evidence on the insurance value until very recently. Further, evidence on errors in the disability insurance process suggests false rejections of genuine claimants is a substantial problem, and these are more serious than false acceptances of healthy applicants. We provide a life‐cycle framework for understanding the trade‐offs and to evaluate the welfare implications of policy reforms. We argue that reforms should be focused on reducing false rejections and supporting labour market attachment. The difficulty in considering reform is that the design of disability insurance has many aspects that interact and impact on outcomes."
22,What's on the Menu? Policies to Reduce Young People's Sugar Consumption,"Rachel Griffith, Martin O'Connell, Kate Smith, Rebekah Stroud",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12194,"Young people in the UK consume far above the maximum recommended levels of added sugar. It is likely that neither they nor their parents fully take account of the future health, social and economic costs of this high sugar consumption. This provides a rationale for policy intervention. The majority of young people's added sugar consumption occurs in the home, where purchases are typically made by parents. This means that understanding the purchase decisions of adults is important for policy design, even if the policies aim to reduce the consumption of young people. We discuss the merits of popular policies, including taxes, advertising restrictions and restrictions on the availability of specific foods, and we identify promising avenues for future research."
23,Retirement and Healthy Eating,"Martina Celidoni, Chiara Dal Bianco, Vincenzo Rebba, Guglielmo Weber",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12196,"This paper investigates the effect of retirement on healthy eating using data drawn from the Survey of Health, Ageing and Retirement in Europe (SHARE). We estimate the causal effect of retiring from work on daily fruit or vegetable consumption by exploiting policy changes in eligibility rules for early and statutory retirement. Our results show that changes in eating behaviour upon retirement are gender‐specific: retirement induces men to reduce healthy eating; it has no effect on women. We further show that, for men, retirement increases the probability of becoming obese."
24,Health and Employment amongst Older Workers,"Jack Britton, Eric French",https://onlinelibrary.wiley.com/doi/10.1111/1475-5890.12213,"Health and employment are strongly correlated. This paper reviews the existing evidence and brings in new evidence on the following issues: (a) the measurement of health; (b) the impact of health on employment rather than just the association between health and employment; (c) the mechanisms by which health impacts employment; and (d) the likely effect of recent retirement and disability policy changes in the UK. Although the magnitude of the estimated effect of health on employment varies greatly from study to study, some of this variation is driven by the health measure used. Given our preferred measure, the evidence suggests that 5–10 per cent of the employment decline between ages 50 and 70 is due to declining health in England, with the largest effects among low‐educated men. Most of the effect comes through declining preferences for work and lower productivity when in bad health, although some of the effect is from government‐provided incentives to not work when in bad health, such as from disability benefits."
